prompt,completion,train
<s>[INST] Provide details for the goal scored by René Girard of France in the 1982 FIFA Men's World Cup match Poland vs France on 1982-07-10 at the third-place match stage.  [/INST],"The goal was scored by René Girard of France in the 13' minute (first half) wearing shirt number 11 during the 1982 FIFA Men's World Cup match Poland vs France on 1982-07-10 at the third-place match stage. It was regular play. Minute of regulation: 13, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Andrzej Szarmach of Poland in the 1982 FIFA Men's World Cup match Poland vs France on 1982-07-10 at the third-place match stage.  [/INST],"The goal was scored by Andrzej Szarmach of Poland in the 40' minute (first half) wearing shirt number 17 during the 1982 FIFA Men's World Cup match Poland vs France on 1982-07-10 at the third-place match stage. It was regular play. Minute of regulation: 40, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Stefan Majewski of Poland in the 1982 FIFA Men's World Cup match Poland vs France on 1982-07-10 at the third-place match stage.  [/INST],"The goal was scored by Stefan Majewski of Poland in the 44' minute (first half) wearing shirt number 10 during the 1982 FIFA Men's World Cup match Poland vs France on 1982-07-10 at the third-place match stage. It was regular play. Minute of regulation: 44, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Janusz Kupcewicz of Poland in the 1982 FIFA Men's World Cup match Poland vs France on 1982-07-10 at the third-place match stage.  [/INST],"The goal was scored by Janusz Kupcewicz of Poland in the 46' minute (second half) wearing shirt number 3 during the 1982 FIFA Men's World Cup match Poland vs France on 1982-07-10 at the third-place match stage. It was regular play. Minute of regulation: 46, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Alain Couriol of France in the 1982 FIFA Men's World Cup match Poland vs France on 1982-07-10 at the third-place match stage.  [/INST],"The goal was scored by Alain Couriol of France in the 72' minute (second half) wearing shirt number 16 during the 1982 FIFA Men's World Cup match Poland vs France on 1982-07-10 at the third-place match stage. It was regular play. Minute of regulation: 72, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Paolo Rossi of Italy in the 1982 FIFA Men's World Cup match Italy vs West Germany on 1982-07-11 at the final stage.  [/INST],"The goal was scored by Paolo Rossi of Italy in the 57' minute (second half) wearing shirt number 20 during the 1982 FIFA Men's World Cup match Italy vs West Germany on 1982-07-11 at the final stage. It was regular play. Minute of regulation: 57, minute of stoppage: 0.",evaluation
<s>[INST] Provide details for the goal scored by Marco Tardelli of Italy in the 1982 FIFA Men's World Cup match Italy vs West Germany on 1982-07-11 at the final stage.  [/INST],"The goal was scored by Marco Tardelli of Italy in the 69' minute (second half) wearing shirt number 14 during the 1982 FIFA Men's World Cup match Italy vs West Germany on 1982-07-11 at the final stage. It was regular play. Minute of regulation: 69, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Alessandro Altobelli of Italy in the 1982 FIFA Men's World Cup match Italy vs West Germany on 1982-07-11 at the final stage.  [/INST],"The goal was scored by Alessandro Altobelli of Italy in the 81' minute (second half) wearing shirt number 18 during the 1982 FIFA Men's World Cup match Italy vs West Germany on 1982-07-11 at the final stage. It was regular play. Minute of regulation: 81, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Paul Breitner of West Germany in the 1982 FIFA Men's World Cup match Italy vs West Germany on 1982-07-11 at the final stage.  [/INST],"The goal was scored by Paul Breitner of West Germany in the 83' minute (second half) wearing shirt number 3 during the 1982 FIFA Men's World Cup match Italy vs West Germany on 1982-07-11 at the final stage. It was regular play. Minute of regulation: 83, minute of stoppage: 0.",evaluation
<s>[INST] Provide details for the goal scored by Alessandro Altobelli of Italy in the 1986 FIFA Men's World Cup match Bulgaria vs Italy on 1986-05-31 at the group stage stage.  [/INST],"The goal was scored by Alessandro Altobelli of Italy in the 44' minute (first half) wearing shirt number 18 during the 1986 FIFA Men's World Cup match Bulgaria vs Italy on 1986-05-31 at the group stage stage. It was regular play. Minute of regulation: 44, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Nasko Sirakov of Bulgaria in the 1986 FIFA Men's World Cup match Bulgaria vs Italy on 1986-05-31 at the group stage stage.  [/INST],"The goal was scored by Nasko Sirakov of Bulgaria in the 85' minute (second half) wearing shirt number 2 during the 1986 FIFA Men's World Cup match Bulgaria vs Italy on 1986-05-31 at the group stage stage. It was regular play. Minute of regulation: 85, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by not applicable Sócrates of Brazil in the 1986 FIFA Men's World Cup match Spain vs Brazil on 1986-06-01 at the group stage stage.  [/INST],"The goal was scored by not applicable Sócrates of Brazil in the 62' minute (second half) wearing shirt number 18 during the 1986 FIFA Men's World Cup match Spain vs Brazil on 1986-06-01 at the group stage stage. It was regular play. Minute of regulation: 62, minute of stoppage: 0.",evaluation
<s>[INST] Provide details for the goal scored by Jean-Pierre Papin of France in the 1986 FIFA Men's World Cup match Canada vs France on 1986-06-01 at the group stage stage.  [/INST],"The goal was scored by Jean-Pierre Papin of France in the 79' minute (second half) wearing shirt number 17 during the 1986 FIFA Men's World Cup match Canada vs France on 1986-06-01 at the group stage stage. It was regular play. Minute of regulation: 79, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Jorge Valdano of Argentina in the 1986 FIFA Men's World Cup match Argentina vs South Korea on 1986-06-02 at the group stage stage.  [/INST],"The goal was scored by Jorge Valdano of Argentina in the 6' minute (first half) wearing shirt number 11 during the 1986 FIFA Men's World Cup match Argentina vs South Korea on 1986-06-02 at the group stage stage. It was regular play. Minute of regulation: 6, minute of stoppage: 0.",evaluation
<s>[INST] Provide details for the goal scored by Oscar Ruggeri of Argentina in the 1986 FIFA Men's World Cup match Argentina vs South Korea on 1986-06-02 at the group stage stage.  [/INST],"The goal was scored by Oscar Ruggeri of Argentina in the 18' minute (first half) wearing shirt number 19 during the 1986 FIFA Men's World Cup match Argentina vs South Korea on 1986-06-02 at the group stage stage. It was regular play. Minute of regulation: 18, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Jorge Valdano of Argentina in the 1986 FIFA Men's World Cup match Argentina vs South Korea on 1986-06-02 at the group stage stage.  [/INST],"The goal was scored by Jorge Valdano of Argentina in the 46' minute (second half) wearing shirt number 11 during the 1986 FIFA Men's World Cup match Argentina vs South Korea on 1986-06-02 at the group stage stage. It was regular play. Minute of regulation: 46, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Chang-sun Park of South Korea in the 1986 FIFA Men's World Cup match Argentina vs South Korea on 1986-06-02 at the group stage stage.  [/INST],"The goal was scored by Chang-sun Park of South Korea in the 73' minute (second half) wearing shirt number 10 during the 1986 FIFA Men's World Cup match Argentina vs South Korea on 1986-06-02 at the group stage stage. It was regular play. Minute of regulation: 73, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Pavel Yakovenko of Soviet Union in the 1986 FIFA Men's World Cup match Soviet Union vs Hungary on 1986-06-02 at the group stage stage.  [/INST],"The goal was scored by Pavel Yakovenko of Soviet Union in the 2' minute (first half) wearing shirt number 8 during the 1986 FIFA Men's World Cup match Soviet Union vs Hungary on 1986-06-02 at the group stage stage. It was regular play. Minute of regulation: 2, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Sergei Aleinikov of Soviet Union in the 1986 FIFA Men's World Cup match Soviet Union vs Hungary on 1986-06-02 at the group stage stage.  [/INST],"The goal was scored by Sergei Aleinikov of Soviet Union in the 4' minute (first half) wearing shirt number 20 during the 1986 FIFA Men's World Cup match Soviet Union vs Hungary on 1986-06-02 at the group stage stage. It was regular play. Minute of regulation: 4, minute of stoppage: 0.",evaluation
<s>[INST] Provide details for the goal scored by Ihor Belanov of Soviet Union in the 1986 FIFA Men's World Cup match Soviet Union vs Hungary on 1986-06-02 at the group stage stage.  [/INST],"The goal was scored by Ihor Belanov of Soviet Union in the 24' minute (first half) wearing shirt number 19 during the 1986 FIFA Men's World Cup match Soviet Union vs Hungary on 1986-06-02 at the group stage stage. It was a penalty. Minute of regulation: 24, minute of stoppage: 0.",evaluation
<s>[INST] Provide details for the goal scored by Ivan Yaremchuk of Soviet Union in the 1986 FIFA Men's World Cup match Soviet Union vs Hungary on 1986-06-02 at the group stage stage.  [/INST],"The goal was scored by Ivan Yaremchuk of Soviet Union in the 66' minute (second half) wearing shirt number 7 during the 1986 FIFA Men's World Cup match Soviet Union vs Hungary on 1986-06-02 at the group stage stage. It was regular play. Minute of regulation: 66, minute of stoppage: 0.",evaluation
<s>[INST] Provide details for the goal scored by László Dajka of Soviet Union in the 1986 FIFA Men's World Cup match Soviet Union vs Hungary on 1986-06-02 at the group stage stage.  [/INST],"The goal was scored by László Dajka of Soviet Union in the 73' minute (second half) wearing shirt number 9 during the 1986 FIFA Men's World Cup match Soviet Union vs Hungary on 1986-06-02 at the group stage stage. It was an own goal. Minute of regulation: 73, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Sergey Rodionov of Soviet Union in the 1986 FIFA Men's World Cup match Soviet Union vs Hungary on 1986-06-02 at the group stage stage.  [/INST],"The goal was scored by Sergey Rodionov of Soviet Union in the 80' minute (second half) wearing shirt number 14 during the 1986 FIFA Men's World Cup match Soviet Union vs Hungary on 1986-06-02 at the group stage stage. It was regular play. Minute of regulation: 80, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Fernando Quirarte of Mexico in the 1986 FIFA Men's World Cup match Belgium vs Mexico on 1986-06-03 at the group stage stage.  [/INST],"The goal was scored by Fernando Quirarte of Mexico in the 23' minute (first half) wearing shirt number 3 during the 1986 FIFA Men's World Cup match Belgium vs Mexico on 1986-06-03 at the group stage stage. It was regular play. Minute of regulation: 23, minute of stoppage: 0.",train
<s>[INST] Provide details for the goal scored by Hugo Sánchez of Mexico in the 1986 FIFA Men's World Cup match Belgium vs Mexico on 1986-06-03 at the group stage stage.  [/INST],"The goal was scored by Hugo Sánchez of Mexico in the 39' minute (first half) wearing shirt number 9 during the 1986 FIFA Men's World Cup match Belgium vs Mexico on 1986-06-03 at the group stage stage. It was regular play. Minute of regulation: 39, minute of stoppage: 0.",train
